#Mapping file for Large PMT in CD
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250123.
#Have installed 17596 CD-LPMT, more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F
#CopyNo, LargeOrSmall(0=Large 1=Small), NorthOrSouth(0=North 1=South), CircleNo, PositionNo, UpOrDown(0=Up 1=Down), PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), GCU, Channel(0-2), X, Y, Z, Theta, Phi
278,0,0,54,36,0,1,3567,2,4148.407,2913.9,18761.14,15.121,35.0847
279,0,0,54,37,0,2,4441,2,3815.177,3338.34,18761.14,15.121,41.1864
280,0,0,54,38,0,1,4441,1,3438.72,3724.957,18761.14,15.121,47.2881
281,0,0,54,39,0,2,4441,0,3023.3,4069.368,18761.14,15.121,53.3898
282,0,0,54,40,0,1,6870,2,2573.625,4367.671,18761.14,15.121,59.4915
283,0,0,54,41,0,2,6870,1,2094.79,4616.487,18761.14,15.121,65.5932
284,0,0,54,42,0,1,6870,0,1592.22,4812.996,18761.14,15.121,71.6949
285,0,0,54,43,0,2,5857,2,1071.61,4954.972,18761.14,15.121,77.7966
286,0,0,54,44,0,1,5857,1,538.8573,5040.806,18761.14,15.121,83.8983
287,0,0,54,45,0,2,5857,0,0.0,5069.526,18761.14,15.121,90.0
288,0,0,54,46,0,1,3406,0,-538.858,5040.806,18761.14,15.121,96.1017
289,0,0,54,47,0,2,3406,1,-1071.61,4954.972,18761.14,15.121,102.2034
290,0,0,54,48,0,1,4576,2,-1592.22,4812.996,18761.14,15.121,108.3051
291,0,0,54,49,0,2,4576,1,-2094.79,4616.486,18761.14,15.121,114.4068
292,0,0,54,50,0,1,4576,0,-2573.62,4367.67,18761.14,15.121,120.5084
293,0,0,54,51,0,2,4137,0,-3023.3,4069.367,18761.14,15.121,126.6102
294,0,0,54,52,0,1,4137,1,-3438.72,3724.956,18761.14,15.121,132.7119
295,0,0,54,53,0,2,4137,2,-3815.18,3338.34,18761.14,15.121,138.8136
296,0,0,54,54,0,1,3729,2,-4148.41,2913.899,18761.14,15.121,144.9153
297,0,0,54,55,0,2,3729,1,-4434.63,2456.443,18761.14,15.121,151.0169
298,0,0,54,56,0,1,3729,0,-4670.61,1971.154,18761.14,15.121,157.1186
299,0,0,54,57,0,2,4191,0,-4853.68,1463.531,18761.14,15.121,163.2204
300,0,0,54,58,0,1,4191,1,-4981.74,939.3256,18761.14,15.121,169.322
301,0,0,54,59,0,2,4191,2,-5053.36,404.4772,18761.14,15.121,175.4237
302,0,0,53,1,0,2,4929,0,-5567.44,-404.338,18615.06,16.6924,-175.8462
303,0,0,53,2,0,2,3885,0,-5502.42,-939.786,18615.06,16.6924,-170.3077
304,0,0,53,3,0,2,3885,1,-5386.03,-1466.46,18615.06,16.6924,-164.7692
305,0,0,53,4,0,2,3885,2,-5219.36,-1979.44,18615.06,16.6924,-159.2308
306,0,0,53,5,0,2,3407,2,-5003.95,-2473.94,18615.06,16.6924,-153.6923
307,0,0,53,6,0,2,3407,1,-4741.82,-2945.34,18615.06,16.6924,-148.1539
308,0,0,53,7,0,1,3407,0,-4435.41,-3389.24,18615.06,16.6924,-142.6154
309,0,0,53,8,0,2,5261,0,-4087.6,-3801.5,18615.06,16.6924,-137.0769
310,0,0,53,9,0,1,5261,1,-3701.62,-4178.26,18615.06,16.6924,-131.5385
311,0,0,53,10,0,2,5261,2,-3281.08,-4516.01,18615.06,16.6924,-126.0001
312,0,0,53,11,0,1,6323,2,-2829.9,-4811.6,18615.06,16.6924,-120.4615
313,0,0,53,12,0,2,6323,1,-2352.3,-5062.26,18615.06,16.6924,-114.9231
314,0,0,53,13,0,1,6323,0,-1852.74,-5265.66,18615.06,16.6924,-109.3846
315,0,0,53,14,0,2,5028,2,-1335.88,-5419.9,18615.06,16.6924,-103.8461
316,0,0,53,15,0,2,5028,1,-806.552,-5523.52,18615.06,16.6924,-98.3077
317,0,0,53,16,0,2,5028,0,-269.69,-5575.58,18615.06,16.6924,-92.7692
318,0,0,53,17,0,2,3198,0,269.6899,-5575.58,18615.06,16.6924,-87.2308
319,0,0,53,18,0,2,3198,1,806.5522,-5523.52,18615.06,16.6924,-81.6923
320,0,0,53,19,0,2,3198,2,1335.884,-5419.9,18615.06,16.6924,-76.1539
321,0,0,53,20,0,1,4134,2,1852.743,-5265.66,18615.06,16.6924,-70.6154
322,0,0,53,21,0,2,4134,1,2352.303,-5062.26,18615.06,16.6924,-65.0769
323,0,0,53,22,0,1,4134,0,2829.901,-4811.6,18615.06,16.6924,-59.5385
324,0,0,53,23,0,2,4635,0,3281.076,-4516.01,18615.06,16.6924,-54.0
325,0,0,53,24,0,1,4635,1,3701.617,-4178.26,18615.06,16.6924,-48.4615
326,0,0,53,25,0,2,4635,2,4087.597,-3801.5,18615.06,16.6924,-42.9231
327,0,0,53,26,0,1,4183,0,4435.413,-3389.24,18615.06,16.6924,-37.3846
328,0,0,53,27,0,2,4183,1,4741.816,-2945.34,18615.06,16.6924,-31.8461
329,0,0,53,28,0,2,4183,2,5003.945,-2473.94,18615.06,16.6924,-26.3077
330,0,0,53,29,0,2,4792,2,5219.355,-1979.44,18615.06,16.6924,-20.7692
331,0,0,53,30,0,2,4792,1,5386.033,-1466.46,18615.06,16.6924,-15.2308
332,0,0,53,31,0,2,4792,0,5502.422,-939.786,18615.06,16.6924,-9.6923
333,0,0,53,32,0,2,3645,0,5567.438,-404.338,18615.06,16.6924,-4.1538
334,0,0,53,33,0,1,3645,1,5580.471,134.8839,18615.06,16.6924,1.3846
335,0,0,53,34,0,2,3645,2,5541.401,672.8476,18615.06,16.6924,6.9231
336,0,0,53,35,0,1,3792,2,5450.593,1204.529,18615.06,16.6924,12.4615
337,0,0,53,36,0,2,3792,1,5308.894,1724.963,18615.06,16.6924,18.0
338,0,0,53,37,0,1,3792,0,5117.627,2229.293,18615.06,16.6924,23.5385
339,0,0,53,38,0,2,6377,2,4878.578,2712.808,18615.06,16.6924,29.0769
340,0,0,53,39,0,1,6377,1,4593.979,3170.994,18615.06,16.6924,34.6154
341,0,0,53,40,0,2,6377,0,4266.488,3599.574,18615.06,16.6924,40.1538
342,0,0,53,41,0,2,4634,0,3899.161,3994.545,18615.06,16.6924,45.6923
343,0,0,53,42,0,2,4634,1,3495.429,4352.22,18615.06,16.6924,51.2308
344,0,0,53,43,0,2,4634,2,3059.061,4669.26,18615.06,16.6924,56.7692
345,0,0,53,44,0,2,3834,0,2594.132,4942.704,18615.06,16.6924,62.3077
346,0,0,53,45,0,2,3834,1,2104.981,5170.0,18615.06,16.6924,67.8462
347,0,0,53,46,0,1,3834,2,1596.177,5349.025,18615.06,16.6924,73.3846
348,0,0,53,47,0,2,5878,0,1072.471,5478.107,18615.06,16.6924,78.9231
349,0,0,53,48,0,1,5878,1,538.7502,5556.041,18615.06,16.6924,84.4615
350,0,0,53,49,0,2,5878,2,0.0,5582.101,18615.06,16.6924,90.0
351,0,0,53,50,0,1,3312,0,-538.75,5556.042,18615.06,16.6924,95.5385
352,0,0,53,51,0,2,3312,1,-1072.47,5478.107,18615.06,16.6924,101.0769
353,0,0,53,52,0,1,3613,0,-1596.18,5349.025,18615.06,16.6924,106.6154
354,0,0,53,53,0,2,3613,1,-2104.98,5170.0,18615.06,16.6924,112.1538
355,0,0,53,54,0,2,3613,2,-2594.13,4942.705,18615.06,16.6924,117.6923
356,0,0,53,55,0,2,3828,2,-3059.06,4669.261,18615.06,16.6924,123.2308
357,0,0,53,56,0,2,3828,1,-3495.43,4352.221,18615.06,16.6924,128.7692
358,0,0,53,57,0,2,3828,0,-3899.16,3994.546,18615.06,16.6924,134.3077
359,0,0,53,58,0,2,3771,0,-4266.49,3599.574,18615.06,16.6924,139.8462
360,0,0,53,59,0,1,3771,1,-4593.98,3170.995,18615.06,16.6924,145.3846
361,0,0,53,60,0,2,3771,2,-4878.58,2712.808,18615.06,16.6924,150.9231
362,0,0,53,61,0,1,6086,2,-5117.63,2229.293,18615.06,16.6924,156.4616
363,0,0,53,62,0,2,6086,1,-5308.89,1724.964,18615.06,16.6924,162.0
364,0,0,53,63,0,1,6086,0,-5450.59,1204.529,18615.06,16.6924,167.5385
365,0,0,53,64,0,2,4929,2,-5541.4,672.8478,18615.06,16.6924,173.0769
366,0,0,53,65,0,1,4929,1,-5580.47,134.8846,18615.06,16.6924,178.6154
367,0,0,52,1,0,2,3611,0,-6073.59,-453.222,18454.98,18.2638,-175.7324
368,0,0,52,2,0,2,6685,1,-6009.77,-988.233,18454.98,18.2638,-170.662
369,0,0,52,3,0,2,6685,2,-5741.89,-2030.93,18454.98,18.2638,-160.5211
370,0,0,52,4,0,1,6685,0,-5539.92,-2530.45,18454.98,18.2638,-155.4507
371,0,0,52,5,0,1,4383,0,-5007.85,-3466.32,18454.98,18.2638,-145.3099
372,0,0,52,6,0,2,4383,1,-4681.9,-3895.35,18454.98,18.2638,-140.2395
373,0,0,52,7,0,2,4383,2,-4319.3,-4293.89,18454.98,18.2638,-135.169
374,0,0,52,8,0,2,4059,1,-3495.81,-4987.31,18454.98,18.2638,-125.0282
375,0,0,52,9,0,1,4059,2,-3041.35,-5276.75,18454.98,18.2638,-119.9578
376,0,0,52,10,0,1,4059,0,-2064.77,-5729.8,18454.98,18.2638,-109.817
377,0,0,52,11,0,2,2369,0,-1550.29,-5889.87,18454.98,18.2638,-104.7465
378,0,0,52,12,0,2,2369,1,-1023.67,-6003.83,18454.98,18.2638,-99.676
379,0,0,52,13,0,2,2369,2,49.4058,-6090.28,18454.98,18.2638,-89.5352
380,0,0,52,14,0,1,5003,2,587.4717,-6062.08,18454.98,18.2638,-84.4648
381,0,0,52,15,0,1,5003,1,1645.635,-5863.94,18454.98,18.2638,-74.3239
382,0,0,52,16,0,2,5003,0,2157.451,-5695.55,18454.98,18.2638,-69.2535
383,0,0,52,17,0,2,3651,2,2652.382,-5482.59,18454.98,18.2638,-64.1831
384,0,0,52,18,0,2,3651,1,3576.258,-4929.94,18454.98,18.2638,-54.0423
385,0,0,52,19,0,1,3651,0,3997.971,-4594.58,18454.98,18.2638,-48.9719
386,0,0,52,20,0,2,3612,0,4744.475,-3818.88,18454.98,18.2638,-38.831
387,0,0,52,21,0,1,3612,1,5063.423,-3384.62,18454.98,18.2638,-33.7606
388,0,0,52,22,0,2,3612,2,5342.742,-2923.87,18454.98,18.2638,-28.6901
389,0,0,52,23,0,2,4233,2,5774.079,-1937.51,18454.98,18.2638,-18.5493
390,0,0,52,24,0,1,4233,1,5922.72,-1419.61,18454.98,18.2638,-13.4789
391,0,0,52,25,0,2,4233,0,6080.144,-354.628,18454.98,18.2638,-3.338
392,0,0,52,26,0,2,3430,0,6087.693,184.123,18454.98,18.2638,1.7324
393,0,0,52,27,0,2,3430,1,6047.598,721.4335,18454.98,18.2638,6.8028
394,0,0,52,28,0,2,3430,2,5826.1,1774.955,18454.98,18.2638,16.9437
395,0,0,52,29,0,1,4603,0,5646.431,2282.92,18454.98,18.2638,22.0141
396,0,0,52,30,0,2,4603,1,5422.571,2773.019,18454.98,18.2638,27.0845
397,0,0,52,31,0,1,4603,2,4849.617,3684.443,18454.98,18.2638,37.2254
398,0,0,52,32,0,2,5842,2,4505.009,4098.634,18454.98,18.2638,42.2958
399,0,0,52,33,0,2,5842,1,3712.99,4827.796,18454.98,18.2638,52.4366
400,0,0,52,34,0,1,5842,0,3271.779,5137.058,18454.98,18.2638,57.507
401,0,0,52,35,0,1,3274,1,2804.962,5406.116,18454.98,18.2638,62.5775
402,0,0,52,36,0,1,3274,2,1809.296,5815.527,18454.98,18.2638,72.7183
403,0,0,52,37,0,2,3274,0,1288.239,5952.676,18454.98,18.2638,77.7887
404,0,0,52,38,0,2,6029,2,220.0356,6086.501,18454.98,18.2638,87.9296
405,0,0,52,39,0,2,6029,1,-318.751,6082.13,18454.98,18.2638,93.0
406,0,0,52,40,0,1,6029,0,-855.043,6030.159,18454.98,18.2638,98.0704
407,0,0,52,41,0,2,4129,1,-1903.41,5785.409,18454.98,18.2638,108.2113
408,0,0,52,42,0,2,4129,2,-2407.27,5594.546,18454.98,18.2638,113.2817
409,0,0,52,43,0,2,4129,0,-3354.69,5083.303,18454.98,18.2638,123.4225
410,0,0,52,44,0,2,3942,0,-3790.83,4766.923,18454.98,18.2638,128.493
411,0,0,52,45,0,1,3942,1,-4197.29,4413.236,18454.98,18.2638,133.5634
412,0,0,52,46,0,1,3942,2,-4908.75,3605.28,18454.98,18.2638,143.7042
413,0,0,52,47,0,2,3957,0,-5208.18,3157.336,18454.98,18.2638,148.7747
414,0,0,52,48,0,2,3957,1,-5682.72,2191.016,18454.98,18.2638,158.9155
415,0,0,52,49,0,2,3957,2,-5854.13,1680.202,18454.98,18.2638,163.9859
416,0,0,52,50,0,1,3611,2,-5979.72,1156.238,18454.98,18.2638,169.0563
417,0,0,52,51,0,1,3611,1,-6089.88,85.336,18454.98,18.2638,179.1972
418,0,0,51,1,0,2,3748,1,-6517.21,-197.114,18307.58,19.6032,-178.2676
419,0,0,51,2,0,2,3748,0,-6474.28,-772.334,18307.58,19.6032,-173.1972
420,0,0,51,3,0,2,1219,2,-6380.69,-1341.51,18307.58,19.6032,-168.1268
421,0,0,51,4,0,2,1219,1,-6237.16,-1900.19,18307.58,19.6032,-163.0563
422,0,0,51,5,0,1,1219,0,-6044.81,-2443.99,18307.58,19.6032,-157.9859
423,0,0,51,6,0,2,6212,2,-5805.16,-2968.67,18307.58,19.6032,-152.9155
424,0,0,51,7,0,2,6212,1,-5520.07,-3470.11,18307.58,19.6032,-147.8451
425,0,0,51,8,0,1,6212,0,-5191.78,-3944.4,18307.58,19.6032,-142.7746
426,0,0,51,9,0,2,4941,2,-4822.86,-4387.81,18307.58,19.6032,-137.7043
427,0,0,51,10,0,1,4941,1,-4416.19,-4796.89,18307.58,19.6032,-132.6338
428,0,0,51,11,0,2,4941,0,-3974.96,-5168.42,18307.58,19.6032,-127.5634
429,0,0,51,12,0,1,4074,0,-3502.62,-5499.5,18307.58,19.6032,-122.493
430,0,0,51,13,0,1,4074,1,-3002.87,-5787.54,18307.58,19.6032,-117.4226
431,0,0,51,14,0,2,4074,2,-2479.61,-6030.29,18307.58,19.6032,-112.3521
432,0,0,51,15,0,1,3104,0,-1936.95,-6225.84,18307.58,19.6032,-107.2817
433,0,0,51,16,0,2,3104,1,-1379.13,-6372.66,18307.58,19.6032,-102.2113
434,0,0,51,17,0,1,3104,2,-810.517,-6469.61,18307.58,19.6032,-97.1408
435,0,0,51,18,0,2,5533,0,-235.56,-6515.93,18307.58,19.6032,-92.0704
436,0,0,51,19,0,2,5533,1,341.24,-6511.25,18307.58,19.6032,-87.0
437,0,0,51,20,0,2,5533,2,915.3698,-6455.61,18307.58,19.6032,-81.9296
438,0,0,51,21,0,2,5985,2,1482.335,-6349.45,18307.58,19.6032,-76.8592
439,0,0,51,22,0,1,5985,1,2037.7,-6193.6,18307.58,19.6032,-71.7887
440,0,0,51,23,0,2,5985,0,2577.117,-5989.27,18307.58,19.6032,-66.7183
441,0,0,51,24,0,1,6479,0,3096.364,-5738.06,18307.58,19.6032,-61.6479
442,0,0,51,25,0,2,6479,1,3591.378,-5441.95,18307.58,19.6032,-56.5775
443,0,0,51,26,0,2,6479,2,4058.285,-5103.25,18307.58,19.6032,-51.507
444,0,0,51,27,0,1,3737,0,4493.43,-4724.61,18307.58,19.6032,-46.4366
445,0,0,51,28,0,2,3737,1,4893.408,-4308.99,18307.58,19.6032,-41.3662
446,0,0,51,29,0,2,3737,2,5255.089,-3859.65,18307.58,19.6032,-36.2958
447,0,0,51,30,0,2,3426,2,5575.641,-3380.1,18307.58,19.6032,-31.2253
448,0,0,51,31,0,1,3426,1,5852.556,-2874.1,18307.58,19.6032,-26.1549
449,0,0,51,32,0,2,3426,0,6083.667,-2345.6,18307.58,19.6032,-21.0845
450,0,0,51,33,0,2,2823,0,6267.165,-1798.75,18307.58,19.6032,-16.0141
451,0,0,51,34,0,1,2823,1,6401.614,-1237.82,18307.58,19.6032,-10.9437
452,0,0,51,35,0,2,2823,2,6485.962,-667.197,18307.58,19.6032,-5.8732
453,0,0,51,36,0,1,3928,0,6519.548,-91.3571,18307.58,19.6032,-0.8028
454,0,0,51,37,0,2,3928,1,6502.11,485.199,18307.58,19.6032,4.2676
455,0,0,51,38,0,1,3928,2,6433.784,1057.957,18307.58,19.6032,9.338
456,0,0,51,39,0,1,3716,0,6315.105,1622.436,18307.58,19.6032,14.4084
457,0,0,51,40,0,2,3716,1,6147.002,2174.216,18307.58,19.6032,19.4789
458,0,0,51,41,0,2,3716,2,5930.79,2708.981,18307.58,19.6032,24.5493
459,0,0,51,42,0,2,5363,2,5668.162,3222.544,18307.58,19.6032,29.6197
460,0,0,51,43,0,1,5363,1,5361.172,3710.886,18307.58,19.6032,34.6901
461,0,0,51,44,0,2,5363,0,5012.225,4170.186,18307.58,19.6032,39.7606
462,0,0,51,45,0,2,3622,0,4624.049,4596.848,18307.58,19.6032,44.831
463,0,0,51,46,0,1,3622,1,4199.684,4987.534,18307.58,19.6032,49.9014
464,0,0,51,47,0,2,3622,2,3742.451,5339.186,18307.58,19.6032,54.9718
465,0,0,51,48,0,2,3370,2,3255.929,5649.051,18307.58,19.6032,60.0423
466,0,0,51,49,0,2,3370,1,2743.924,5914.704,18307.58,19.6032,65.1127
467,0,0,51,50,0,1,3370,0,2210.444,6134.067,18307.58,19.6032,70.1831
468,0,0,51,51,0,2,2926,2,1659.665,6305.423,18307.58,19.6032,75.2535
469,0,0,51,52,0,2,2926,1,1095.896,6427.43,18307.58,19.6032,80.3239
470,0,0,51,53,0,1,2926,0,523.5506,6499.134,18307.58,19.6032,85.3944
471,0,0,51,54,0,2,5158,0,-52.8918,6519.973,18307.58,19.6032,90.4648
472,0,0,51,55,0,1,5158,1,-628.921,6489.785,18307.58,19.6032,95.5352
473,0,0,51,56,0,2,5201,2,-1200.03,6408.805,18307.58,19.6032,100.6057
474,0,0,51,57,0,1,5201,1,-1761.74,6277.668,18307.58,19.6032,105.676
475,0,0,51,58,0,1,5201,0,-2309.67,6097.399,18307.58,19.6032,110.7465
476,0,0,51,59,0,2,5735,0,-2839.52,5869.41,18307.58,19.6032,115.8169
477,0,0,51,60,0,1,5735,1,-3347.15,5595.485,18307.58,19.6032,120.8873
478,0,0,51,61,0,2,5735,2,-3828.58,5277.768,18307.58,19.6032,125.9578
479,0,0,51,62,0,1,3992,0,-4280.05,4918.745,18307.58,19.6032,131.0282
480,0,0,51,63,0,2,3992,1,-4698.02,4521.226,18307.58,19.6032,136.0986
481,0,0,51,64,0,2,3992,2,-5079.22,4088.322,18307.58,19.6032,141.169
482,0,0,51,65,0,1,3966,0,-5420.67,3623.422,18307.58,19.6032,146.2394
483,0,0,51,66,0,2,3966,1,-5719.7,3130.163,18307.58,19.6032,151.3099
484,0,0,51,67,0,2,3966,2,-5973.96,2612.407,18307.58,19.6032,156.3803
485,0,0,51,68,0,2,3852,2,-6181.47,2074.205,18307.58,19.6032,161.4507
486,0,0,51,69,0,1,3852,1,-6340.6,1519.77,18307.58,19.6032,166.5211
487,0,0,51,70,0,2,3852,0,-6450.1,953.4399,18307.58,19.6032,171.5916
488,0,0,51,71,0,2,3748,2,-6509.13,379.6485,18307.58,19.6032,176.662
489,0,0,50,1,0,1,3508,1,-7019.78,0.0,18121.89,21.1746,180.0
490,0,0,50,2,0,2,3508,0,-6999.18,-537.359,18121.89,21.1746,-175.6098
491,0,0,50,3,0,2,4241,0,-6937.51,-1071.56,18121.89,21.1746,-171.2195
492,0,0,50,4,0,1,4241,1,-6835.13,-1599.48,18121.89,21.1746,-166.8293
493,0,0,50,5,0,2,4241,2,-6692.63,-2118.01,18121.89,21.1746,-162.439
494,0,0,50,6,0,1,6143,0,-6510.86,-2624.11,18121.89,21.1746,-158.0488
495,0,0,50,7,0,1,6143,1,-6290.88,-3114.82,18121.89,21.1746,-153.6585
496,0,0,50,8,0,2,6143,2,-6033.99,-3587.24,18121.89,21.1746,-149.2683
497,0,0,50,9,0,1,6260,0,-5741.68,-4038.61,18121.89,21.1746,-144.878
498,0,0,50,10,0,2,6260,1,-5415.68,-4466.28,18121.89,21.1746,-140.4878
499,0,0,50,11,0,2,6260,2,-5057.9,-4867.74,18121.89,21.1746,-136.0976
500,0,0,50,12,0,1,6044,0,-4670.44,-5240.64,18121.89,21.1746,-131.7073
501,0,0,50,13,0,2,6044,1,-4255.57,-5582.78,18121.89,21.1746,-127.3171
502,0,0,50,14,0,1,6044,2,-3815.72,-5892.16,18121.89,21.1746,-122.9268
503,0,0,50,15,0,1,5192,0,-3353.49,-6166.96,18121.89,21.1746,-118.5366
504,0,0,50,16,0,2,5192,1,-2871.57,-6405.57,18121.89,21.1746,-114.1463
505,0,0,50,17,0,2,5192,2,-2372.8,-6606.6,18121.89,21.1746,-109.7561
506,0,0,50,18,0,1,6498,0,-1860.11,-6768.85,18121.89,21.1746,-105.3658
507,0,0,50,19,0,2,6498,1,-1336.5,-6891.38,18121.89,21.1746,-100.9756
508,0,0,50,20,0,1,6498,2,-805.052,-6973.46,18121.89,21.1746,-96.5854
509,0,0,50,21,0,2,5268,2,-268.876,-7014.63,18121.89,21.1746,-92.1951
510,0,0,50,22,0,2,5268,1,268.8768,-7014.63,18121.89,21.1746,-87.8049
511,0,0,50,23,0,1,5268,0,805.0526,-6973.46,18121.89,21.1746,-83.4146
512,0,0,50,24,0,2,2808,2,1336.503,-6891.38,18121.89,21.1746,-79.0244
513,0,0,50,25,0,1,2808,1,1860.111,-6768.85,18121.89,21.1746,-74.6342
514,0,0,50,26,0,1,2808,0,2372.803,-6606.6,18121.89,21.1746,-70.2439
515,0,0,50,27,0,2,0901,2,2871.571,-6405.57,18121.89,21.1746,-65.8536
516,0,0,50,28,0,1,0901,1,3353.487,-6166.96,18121.89,21.1746,-61.4634
517,0,0,50,29,0,1,0901,0,3815.724,-5892.16,18121.89,21.1746,-57.0732
518,0,0,50,30,0,2,3254,2,4255.569,-5582.78,18121.89,21.1746,-52.6829
519,0,0,50,31,0,1,3254,1,4670.439,-5240.64,18121.89,21.1746,-48.2927
520,0,0,50,32,0,2,3254,0,5057.902,-4867.74,18121.89,21.1746,-43.9024
521,0,0,50,33,0,2,3847,0,5415.684,-4466.28,18121.89,21.1746,-39.5122
522,0,0,50,34,0,1,3847,1,5741.684,-4038.61,18121.89,21.1746,-35.1219
523,0,0,50,35,0,2,3847,2,6033.989,-3587.24,18121.89,21.1746,-30.7317
524,0,0,50,36,0,1,7197,0,6290.885,-3114.82,18121.89,21.1746,-26.3415
525,0,0,50,37,0,1,7197,1,6510.863,-2624.11,18121.89,21.1746,-21.9512
526,0,0,50,38,0,2,7197,2,6692.632,-2118.01,18121.89,21.1746,-17.561
527,0,0,50,39,0,1,7094,0,6835.127,-1599.48,18121.89,21.1746,-13.1707
528,0,0,50,40,0,2,7094,1,6937.511,-1071.56,18121.89,21.1746,-8.7805
529,0,0,50,41,0,2,7094,2,6999.182,-537.358,18121.89,21.1746,-4.3902
530,0,0,50,42,0,1,7057,0,7019.779,0.0,18121.89,21.1746,0.0
531,0,0,50,43,0,2,7057,1,6999.182,537.3588,18121.89,21.1746,4.3902
532,0,0,50,44,0,2,7057,2,6937.51,1071.564,18121.89,21.1746,8.7805
533,0,0,50,45,0,1,5319,0,6835.127,1599.481,18121.89,21.1746,13.1707
534,0,0,50,46,0,2,5319,1,6692.632,2118.011,18121.89,21.1746,17.561
535,0,0,50,47,0,2,5319,2,6510.863,2624.113,18121.89,21.1746,21.9512
536,0,0,50,48,0,1,4328,0,6290.885,3114.815,18121.89,21.1746,26.3415
537,0,0,50,49,0,2,4328,1,6033.989,3587.238,18121.89,21.1746,30.7317
538,0,0,50,50,0,1,4328,2,5741.684,4038.61,18121.89,21.1746,35.1219
539,0,0,50,51,0,2,5822,0,5415.684,4466.281,18121.89,21.1746,39.5122
540,0,0,50,52,0,2,5822,1,5057.903,4867.743,18121.89,21.1746,43.9024
541,0,0,50,53,0,2,5822,2,4670.439,5240.639,18121.89,21.1746,48.2927
542,0,0,50,54,0,2,4011,2,4255.569,5582.78,18121.89,21.1746,52.6829
543,0,0,50,55,0,1,4011,1,3815.724,5892.16,18121.89,21.1746,57.0732
544,0,0,50,56,0,2,4011,0,3353.488,6166.962,18121.89,21.1746,61.4634
545,0,0,50,57,0,2,2897,2,2871.571,6405.574,18121.89,21.1746,65.8537
546,0,0,50,58,0,1,2897,1,2372.804,6606.595,18121.89,21.1746,70.2439
547,0,0,50,59,0,1,2897,0,1860.112,6768.847,18121.89,21.1746,74.6341
548,0,0,50,60,0,2,6068,2,1336.503,6891.376,18121.89,21.1746,79.0244
549,0,0,50,61,0,1,6068,1,805.0521,6973.463,18121.89,21.1746,83.4146
550,0,0,50,62,0,2,6068,0,268.8765,7014.628,18121.89,21.1746,87.8049
551,0,0,50,63,0,2,5768,1,-268.877,7014.628,18121.89,21.1746,92.1951
552,0,0,50,64,0,2,4039,2,-805.052,6973.463,18121.89,21.1746,96.5854
553,0,0,50,65,0,2,4039,1,-1336.5,6891.375,18121.89,21.1746,100.9756
554,0,0,50,66,0,1,4039,0,-1860.11,6768.846,18121.89,21.1746,105.3658
555,0,0,50,67,0,2,5670,2,-2372.8,6606.595,18121.89,21.1746,109.7561
556,0,0,50,68,0,2,5670,1,-2871.57,6405.574,18121.89,21.1746,114.1463
557,0,0,50,69,0,2,5670,0,-3353.49,6166.962,18121.89,21.1746,118.5366
558,0,0,50,70,0,2,3795,2,-3815.72,5892.16,18121.89,21.1746,122.9268
559,0,0,50,71,0,2,3795,1,-4255.57,5582.78,18121.89,21.1746,127.3171
560,0,0,50,72,0,1,3795,0,-4670.44,5240.639,18121.89,21.1746,131.7073
561,0,0,50,73,0,2,3850,2,-5057.9,4867.743,18121.89,21.1746,136.0975
562,0,0,50,74,0,2,3850,1,-5415.68,4466.281,18121.89,21.1746,140.4878
563,0,0,50,75,0,1,3850,0,-5741.68,4038.61,18121.89,21.1746,144.878
564,0,0,50,76,0,2,7446,2,-6033.99,3587.238,18121.89,21.1746,149.2683
565,0,0,50,77,0,1,7446,1,-6290.88,3114.815,18121.89,21.1746,153.6585
566,0,0,50,78,0,2,7446,0,-6510.86,2624.113,18121.89,21.1746,158.0488
567,0,0,50,79,0,2,7408,2,-6692.63,2118.012,18121.89,21.1746,162.439
568,0,0,50,80,0,1,7408,1,-6835.13,1599.481,18121.89,21.1746,166.8293
569,0,0,50,81,0,2,7408,0,-6937.51,1071.564,18121.89,21.1746,171.2195
570,0,0,50,82,0,2,3508,2,-6999.18,537.3582,18121.89,21.1746,175.6098
571,0,0,49,1,0,1,3665,1,-7437.01,-285.066,17952.44,22.5172,-177.8049
572,0,0,49,2,0,2,3665,2,-7393.36,-853.527,17952.44,22.5172,-173.4146
573,0,0,49,3,0,1,4584,0,-7306.33,-1416.98,17952.44,22.5172,-169.0244
574,0,0,49,4,0,2,4584,1,-7176.42,-1972.12,17952.44,22.5172,-164.6341
575,0,0,49,5,0,2,4584,2,-7004.4,-2515.68,17952.44,22.5172,-160.2439
576,0,0,49,6,0,1,5033,0,-6791.28,-3044.48,17952.44,22.5172,-155.8537
577,0,0,49,7,0,2,5033,1,-6538.3,-3555.41,17952.44,22.5172,-151.4634
578,0,0,49,8,0,1,5033,2,-6246.95,-4045.48,17952.44,22.5172,-147.0732
579,0,0,49,9,0,1,6361,0,-5918.94,-4511.81,17952.44,22.5172,-142.6829
580,0,0,49,10,0,2,6361,1,-5556.2,-4951.66,17952.44,22.5172,-138.2927
581,0,0,49,11,0,2,6361,2,-5160.85,-5362.46,17952.44,22.5172,-133.9024
